Id Commande,Id client,Categorie,Article,Prix unitaire,Quantité,Depense totale,Methode de paiement,Lieu,Date de commande
TXN_7243028,Client_15,Nourriture,Article_25_NOUR,41.0,1.0,41.0,Carte de credit,En magasin,2024-03-07
TXN_3779677,Client_21,Nourriture,Article_17_NOUR,29.0,6.0,174.0,Portefeuille electronique,En ligne,2024-08-13
TXN_5838065,Client_01,Nourriture,Article_1_NOUR,5.0,2.0,10.0,Portefeuille electronique,En ligne,2023-05-27
TXN_7976109,Client_23,Patisserie,Article_22_PAT,36.5,8.0,292.0,Espèce,En ligne,2023-08-14
TXN_3308490,Client_15,Meubles,Article_23_MEU,38.0,1.0,38.0,Portefeuille electronique,En magasin,2024-12-11
TXN_2107995,Client_19,Bouchers,Article_2_BOU,6.5,7.0,45.5,Espèce,En ligne,2023-05-16
TXN_4963384,Client_22,Produit laitier,Article_6_LAIT,12.5,2.0,25.0,Carte de credit,En ligne,2024-10-07
TXN_8308325,Client_13,Meubles,Article_15_MEU,26.0,10.0,260.0,Portefeuille electronique,En magasin,2023-08-22
TXN_8025714,Client_12,Boissons,Article_12_BOI,21.5,7.0,150.5,Espèce,En ligne,2024-06-03
TXN_9315060,Client_07,Meubles,Article_24_MEU,39.5,7.0,276.5,Espèce,En ligne,2024-10-14
TXN_6414336,Client_01,Meubles,Article_5_MEU,11.0,8.0,88.0,Carte de credit,En magasin,2022-01-13
TXN_6981363,Client_14,Nourriture,Article_3_NOUR,8.0,9.0,72.0,Carte de credit,En ligne,2024-04-24
TXN_2694632,Client_15,Bouchers,Article_22_BOU,36.5,3.0,109.5,Portefeuille electronique,En magasin,2023-06-15
TXN_3056691,Client_22,Nourriture,Article_2_NOUR,6.5,5.0,32.5,Carte de credit,En magasin,2022-10-08
TXN_9835267,Client_23,Produit laitier,Article_13_LAIT,23.0,8.0,184.0,Carte de credit,En ligne,2023-07-15
TXN_1634027,Client_05,Produit laitier,Article_13_LAIT,23.0,1.0,23.0,Portefeuille electronique,En ligne,2023-02-03
TXN_6095170,Client_13,Meubles,Article_23_MEU,38.0,10.0,380.0,Carte de credit,En ligne,2022-11-27
TXN_9637464,Client_18,Meubles,Article_8_MEU,15.5,8.0,124.0,Espèce,En ligne,2022-03-25
TXN_7551798,Client_20,Bouchers,Article_3_BOU,8.0,4.0,32.0,Portefeuille electronique,En ligne,2023-06-15
TXN_2558370,Client_02,Bouchers,Article_12_BOU,21.5,9.0,193.5,Carte de credit,En magasin,2023-04-09
TXN_4501715,Client_17,Ordinateurs et accessoires electriques,Article_13_ORDI,23.0,2.0,46.0,Espèce,En magasin,2022-03-24
TXN_6431534,Client_21,Boissons,Article_5_BOI,11.0,5.0,55.0,Carte de credit,En ligne,2023-06-21
TXN_6618865,Client_21,Meubles,Article_24_MEU,39.5,9.0,355.5,Carte de credit,En magasin,2023-03-02
TXN_4864960,Client_11,Bouchers,Article_16_BOU,27.5,9.0,247.5,Carte de credit,En magasin,2023-02-02
TXN_9471304,Client_16,Patisserie,Article_3_PAT,8.0,8.0,64.0,Espèce,En ligne,2022-08-13
TXN_5615246,Client_21,Ordinateurs et accessoires electriques,Article_20_ORDI,33.5,6.0,201.0,Portefeuille electronique,En magasin,2023-02-10
TXN_6587636,Client_13,Patisserie,Article_16_PAT,27.5,7.0,192.5,Espèce,En ligne,2022-04-30
TXN_3951114,Client_23,Boissons,Article_14_BOI,24.5,5.0,122.5,Portefeuille electronique,En ligne,2022-01-16
TXN_5540233,Client_09,Appareil menager electrique,Article_4_ELEC,9.5,7.0,66.5,Carte de credit,En ligne,2024-11-02
TXN_2897310,Client_19,Bouchers,inconnu,0.0,9.0,261.0,Portefeuille electronique,En magasin,2023-06-25
TXN_3832393,Client_04,Meubles,Article_23_MEU,38.0,7.0,266.0,Espèce,En magasin,2023-08-11
TXN_4751128,Client_18,Appareil menager electrique,Article_5_ELEC,11.0,10.0,110.0,Portefeuille electronique,En ligne,2022-04-19
TXN_2085114,Client_15,Boissons,Article_22_BOI,36.5,3.0,109.5,Espèce,En magasin,2025-01-01
TXN_6265170,Client_14,Ordinateurs et accessoires electriques,Article_11_ORDI,20.0,6.0,120.0,Portefeuille electronique,En ligne,2023-06-15
TXN_1690344,Client_11,Produit laitier,Article_3_LAIT,8.0,9.0,72.0,Espèce,En ligne,2025-01-09
TXN_6781800,Client_24,Meubles,Article_19_MEU,32.0,8.0,256.0,Espèce,En ligne,2024-09-26
TXN_2949356,Client_17,Boissons,inconnu,0.0,8.0,316.0,Portefeuille electronique,En ligne,2022-08-01
TXN_2145753,Client_05,Appareil menager electrique,Article_23_ELEC,38.0,9.0,342.0,Carte de credit,En magasin,2022-03-18
TXN_2867343,Client_02,Nourriture,Article_3_NOUR,8.0,8.0,64.0,Carte de credit,En magasin,2023-01-07
TXN_5660916,Client_02,Nourriture,Article_25_NOUR,41.0,3.0,123.0,Portefeuille electronique,En magasin,2023-09-19
TXN_9418798,Client_11,Meubles,Article_14_MEU,24.5,1.0,24.5,Carte de credit,En ligne,2022-03-07
TXN_1871707,Client_10,Appareil menager electrique,inconnu,0.0,1.0,33.5,Portefeuille electronique,En magasin,2022-04-01
TXN_1414376,Client_12,Nourriture,Article_4_NOUR,9.5,6.0,57.0,Espèce,En magasin,2022-12-26
TXN_9015176,Client_01,Meubles,Article_15_MEU,26.0,7.0,182.0,Portefeuille electronique,En magasin,2023-03-01
TXN_1512582,Client_06,Bouchers,Article_2_BOU,6.5,9.0,58.5,Carte de credit,En magasin,2024-12-02
TXN_6699706,Client_23,Meubles,Article_7_MEU,14.0,1.0,14.0,Portefeuille electronique,En ligne,2023-12-31
TXN_5893458,Client_25,Bouchers,Article_13_BOU,23.0,4.0,92.0,Carte de credit,En magasin,2023-08-13
TXN_3564962,Client_01,Appareil menager electrique,Article_4_ELEC,9.5,10.0,95.0,Portefeuille electronique,En magasin,2022-03-05
TXN_9824009,Client_16,Ordinateurs et accessoires electriques,Article_5_ORDI,11.0,6.0,66.0,Portefeuille electronique,En magasin,2025-01-16
TXN_2399606,Client_15,Boissons,Article_4_BOI,9.5,7.0,66.5,Espèce,En ligne,2022-07-23
TXN_2294670,Client_04,Ordinateurs et accessoires electriques,Article_14_ORDI,24.5,3.0,73.5,Espèce,En ligne,2023-01-18
TXN_1695036,Client_02,Appareil menager electrique,Article_4_ELEC,9.5,1.0,9.5,Portefeuille electronique,En magasin,2024-08-18
TXN_7414120,Client_20,Patisserie,Article_23_PAT,38.0,5.0,190.0,Portefeuille electronique,En ligne,2022-01-15
TXN_5299299,Client_18,Bouchers,Article_2_BOU,6.5,6.0,39.0,Carte de credit,En magasin,2023-07-31
TXN_6489506,Client_01,Meubles,Article_13_MEU,23.0,5.0,115.0,Portefeuille electronique,En magasin,2023-12-25
TXN_9229474,Client_22,Boissons,Article_11_BOI,20.0,4.0,80.0,Portefeuille electronique,En magasin,2023-05-23
TXN_6445701,Client_04,Meubles,Article_7_MEU,14.0,4.0,56.0,Carte de credit,En ligne,2023-01-28
TXN_4375152,Client_17,Bouchers,Article_25_BOU,41.0,8.0,328.0,Carte de credit,En ligne,2022-04-14
TXN_8936010,Client_14,Meubles,Article_15_MEU,26.0,3.0,78.0,Carte de credit,En ligne,2024-04-10
TXN_4947241,Client_05,Bouchers,Article_12_BOU,21.5,5.0,107.5,Carte de credit,En ligne,2023-01-13
TXN_5912098,Client_21,Patisserie,Article_4_PAT,9.5,6.0,57.0,Carte de credit,En ligne,2022-02-17
TXN_7411959,Client_22,Produit laitier,Article_8_LAIT,15.5,10.0,155.0,Carte de credit,En magasin,2022-07-10
TXN_7793637,Client_14,Meubles,Article_6_MEU,12.5,3.0,37.5,Portefeuille electronique,En magasin,2022-03-01
TXN_5338975,Client_01,Bouchers,Article_13_BOU,23.0,3.0,69.0,Espèce,En ligne,2024-01-25
TXN_6039588,Client_01,Meubles,Article_14_MEU,24.5,7.0,171.5,Carte de credit,En magasin,2024-03-02
TXN_1490410,Client_20,Patisserie,Article_7_PAT,14.0,6.0,84.0,Portefeuille electronique,En magasin,2022-08-22
TXN_3879677,Client_14,Nourriture,Article_14_NOUR,24.5,6.0,147.0,Portefeuille electronique,En magasin,2022-04-24
TXN_3053471,Client_16,Boissons,inconnu,29.0,0.0,0.0,Espèce,En ligne,2024-06-09
TXN_4740089,Client_05,Meubles,Article_8_MEU,15.5,9.0,139.5,Carte de credit,En ligne,2023-07-27
TXN_7268120,Client_23,Patisserie,Article_22_PAT,36.5,9.0,328.5,Espèce,En magasin,2023-01-15
TXN_5078259,Client_22,Patisserie,Article_2_PAT,6.5,3.0,19.5,Espèce,En magasin,2023-01-16
TXN_9601122,Client_24,Boissons,Article_11_BOI,20.0,9.0,180.0,Espèce,En magasin,2024-01-13
TXN_1793827,Client_01,Appareil menager electrique,Article_20_ELEC,33.5,6.0,201.0,Espèce,En ligne,2022-02-15
TXN_4715095,Client_14,Boissons,Article_14_BOI,24.5,10.0,245.0,Espèce,En ligne,2022-01-31
TXN_7094868,Client_20,Meubles,Article_20_MEU,33.5,1.0,33.5,Portefeuille electronique,En ligne,2023-11-07
TXN_5937987,Client_12,Boissons,Article_4_BOI,9.5,7.0,66.5,Portefeuille electronique,En ligne,2022-10-24
TXN_5012256,Client_10,Meubles,Article_24_MEU,39.5,4.0,158.0,Portefeuille electronique,En magasin,2022-04-16
TXN_5848699,Client_19,Patisserie,Article_13_PAT,23.0,1.0,23.0,Portefeuille electronique,En ligne,2023-10-29
TXN_8447557,Client_15,Produit laitier,Article_1_LAIT,5.0,1.0,5.0,Espèce,En ligne,2024-08-16
TXN_5485024,Client_09,Produit laitier,Article_7_LAIT,14.0,2.0,28.0,Portefeuille electronique,En magasin,2024-05-12
TXN_5703980,Client_02,Ordinateurs et accessoires electriques,Article_22_ORDI,36.5,2.0,73.0,Espèce,En ligne,2023-09-24
TXN_5777361,Client_11,Patisserie,Article_2_PAT,6.5,1.0,6.5,Portefeuille electronique,En ligne,2024-03-18
TXN_4737365,Client_05,Meubles,inconnu,24.5,0.0,0.0,Portefeuille electronique,En ligne,2023-11-02
TXN_3736146,Client_07,Patisserie,Article_23_PAT,38.0,10.0,380.0,Carte de credit,En magasin,2024-09-25
TXN_3259882,Client_03,Produit laitier,Article_17_LAIT,29.0,9.0,261.0,Portefeuille electronique,En magasin,2023-01-18
TXN_8221101,Client_18,Patisserie,inconnu,0.0,6.0,228.0,Portefeuille electronique,En magasin,2022-02-09
TXN_8508332,Client_13,Produit laitier,inconnu,0.0,10.0,80.0,Portefeuille electronique,En magasin,2022-06-23
TXN_9284796,Client_11,Appareil menager electrique,Article_15_ELEC,26.0,9.0,234.0,Espèce,En magasin,2024-05-08
TXN_6599014,Client_19,Meubles,Article_5_MEU,11.0,5.0,55.0,Espèce,En ligne,2024-01-02
TXN_4830417,Client_18,Nourriture,Article_14_NOUR,24.5,8.0,196.0,Portefeuille electronique,En magasin,2024-09-29
TXN_6474038,Client_05,Bouchers,Article_2_BOU,6.5,10.0,65.0,Carte de credit,En magasin,2023-01-08
TXN_9090610,Client_10,Bouchers,Article_7_BOU,14.0,10.0,140.0,Portefeuille electronique,En ligne,2023-05-16
TXN_5649317,Client_20,Nourriture,Article_4_NOUR,9.5,4.0,38.0,Espèce,En ligne,2022-06-16
TXN_6485374,Client_18,Patisserie,Article_18_PAT,30.5,8.0,244.0,Carte de credit,En magasin,2024-05-20
TXN_1395136,Client_07,Patisserie,Article_12_PAT,21.5,6.0,129.0,Portefeuille electronique,En ligne,2022-04-17
TXN_5119926,Client_20,Patisserie,Article_20_PAT,33.5,5.0,167.5,Carte de credit,En magasin,2024-01-02
TXN_1269546,Client_13,Boissons,Article_11_BOI,20.0,6.0,120.0,Portefeuille electronique,En magasin,2022-10-19
TXN_7221106,Client_22,Produit laitier,Article_1_LAIT,5.0,8.0,40.0,Espèce,En magasin,2023-03-15
TXN_4417465,Client_15,Ordinateurs et accessoires electriques,Article_11_ORDI,20.0,2.0,40.0,Carte de credit,En magasin,2024-02-13
TXN_1446103,Client_20,Bouchers,inconnu,6.5,0.0,0.0,Espèce,En magasin,2022-07-29
TXN_6063632,Client_22,Meubles,Article_23_MEU,38.0,2.0,76.0,Portefeuille electronique,En magasin,2022-06-14
TXN_9362588,Client_09,Nourriture,Article_22_NOUR,36.5,2.0,73.0,Carte de credit,En ligne,2023-03-03
TXN_4903332,Client_08,Nourriture,Article_21_NOUR,35.0,10.0,350.0,Carte de credit,En magasin,2023-01-18
TXN_6555691,Client_19,Nourriture,Article_10_NOUR,18.5,8.0,148.0,Espèce,En magasin,2024-08-24
TXN_7410836,Client_05,Patisserie,Article_20_PAT,33.5,2.0,67.0,Portefeuille electronique,En magasin,2023-01-22
TXN_2075749,Client_04,Produit laitier,Article_4_LAIT,9.5,5.0,47.5,Espèce,En ligne,2024-11-07
TXN_9183760,Client_12,Appareil menager electrique,Article_16_ELEC,27.5,1.0,27.5,Portefeuille electronique,En magasin,2024-05-04
TXN_2139981,Client_25,Nourriture,Article_14_NOUR,24.5,3.0,73.5,Portefeuille electronique,En ligne,2023-02-17
TXN_6339700,Client_15,Produit laitier,Article_13_LAIT,23.0,7.0,161.0,Carte de credit,En ligne,2022-01-27
TXN_3784837,Client_16,Bouchers,inconnu,0.0,1.0,38.0,Carte de credit,En ligne,2024-06-06
TXN_5286530,Client_01,Ordinateurs et accessoires electriques,Article_6_ORDI,12.5,6.0,75.0,Portefeuille electronique,En magasin,2024-02-28
TXN_6086093,Client_19,Boissons,Article_4_BOI,9.5,7.0,66.5,Portefeuille electronique,En ligne,2024-03-13
TXN_5565868,Client_22,Ordinateurs et accessoires electriques,Article_11_ORDI,20.0,9.0,180.0,Espèce,En magasin,2024-07-30
TXN_8615445,Client_01,Boissons,inconnu,21.5,0.0,0.0,Carte de credit,En magasin,2022-12-22
TXN_1921846,Client_04,Produit laitier,Article_3_LAIT,8.0,3.0,24.0,Carte de credit,En magasin,2024-12-12
TXN_4662950,Client_08,Meubles,Article_16_MEU,27.5,2.0,55.0,Carte de credit,En magasin,2022-10-29
TXN_1174715,Client_17,Patisserie,Article_23_PAT,38.0,1.0,38.0,Portefeuille electronique,En ligne,2022-06-09
TXN_6152928,Client_24,Patisserie,Article_17_PAT,29.0,7.0,203.0,Carte de credit,En magasin,2022-03-24
TXN_3577635,Client_23,Bouchers,Article_21_BOU,35.0,8.0,280.0,Espèce,En ligne,2024-01-09
TXN_5053624,Client_19,Meubles,Article_21_MEU,35.0,10.0,350.0,Espèce,En magasin,2023-05-22
TXN_4293234,Client_23,Meubles,Article_6_MEU,12.5,10.0,125.0,Espèce,En magasin,2022-05-11
TXN_1479772,Client_13,Appareil menager electrique,Article_17_ELEC,29.0,6.0,174.0,Portefeuille electronique,En magasin,2023-07-22
TXN_3024691,Client_25,Appareil menager electrique,Article_21_ELEC,35.0,4.0,140.0,Portefeuille electronique,En magasin,2024-02-14
TXN_7297595,Client_19,Meubles,inconnu,39.5,0.0,0.0,Espèce,En magasin,2022-01-07
TXN_1611768,Client_03,Patisserie,Article_20_PAT,33.5,5.0,167.5,Carte de credit,En ligne,2022-07-26
TXN_1992937,Client_20,Bouchers,Article_25_BOU,41.0,6.0,246.0,Portefeuille electronique,En ligne,2025-01-08
TXN_2734006,Client_09,Boissons,Article_10_BOI,18.5,9.0,166.5,Carte de credit,En magasin,2023-06-07
TXN_5656754,Client_11,Boissons,Article_2_BOI,6.5,5.0,32.5,Portefeuille electronique,En ligne,2023-10-14
TXN_6085136,Client_12,Nourriture,Article_25_NOUR,41.0,7.0,287.0,Carte de credit,En ligne,2023-01-01
TXN_8895462,Client_22,Appareil menager electrique,Article_15_ELEC,26.0,8.0,208.0,Portefeuille electronique,En ligne,2023-02-16
TXN_6208291,Client_12,Meubles,Article_15_MEU,26.0,9.0,234.0,Carte de credit,En ligne,2023-03-10
TXN_9397356,Client_23,Meubles,Article_11_MEU,20.0,7.0,140.0,Carte de credit,En magasin,2022-02-09
TXN_3228853,Client_19,Produit laitier,Article_23_LAIT,38.0,9.0,342.0,Espèce,En ligne,2023-06-02
TXN_8470761,Client_25,Meubles,Article_6_MEU,12.5,5.0,62.5,Espèce,En magasin,2022-04-22
TXN_9904612,Client_16,Patisserie,Article_7_PAT,14.0,4.0,56.0,Portefeuille electronique,En ligne,2024-01-03
TXN_8552732,Client_02,Meubles,Article_25_MEU,41.0,8.0,328.0,Espèce,En magasin,2024-03-28
TXN_7202102,Client_06,Patisserie,Article_16_PAT,27.5,2.0,55.0,Portefeuille electronique,En ligne,2022-03-09
TXN_3692324,Client_25,Patisserie,Article_23_PAT,38.0,6.0,228.0,Espèce,En ligne,2024-01-24
TXN_8170651,Client_18,Meubles,Article_15_MEU,26.0,2.0,52.0,Portefeuille electronique,En magasin,2024-08-14
TXN_2155063,Client_15,Appareil menager electrique,Article_22_ELEC,36.5,9.0,328.5,Portefeuille electronique,En magasin,2024-09-18
TXN_6159552,Client_03,Bouchers,Article_2_BOU,6.5,3.0,19.5,Espèce,En magasin,2023-01-04
TXN_4498044,Client_17,Meubles,Article_2_MEU,6.5,4.0,26.0,Espèce,En ligne,2023-06-22
TXN_9297266,Client_16,Patisserie,Article_7_PAT,14.0,1.0,14.0,Portefeuille electronique,En ligne,2024-07-17
TXN_6749563,Client_15,Produit laitier,Article_3_LAIT,8.0,2.0,16.0,Espèce,En ligne,2023-10-31
TXN_5426061,Client_12,Patisserie,Article_13_PAT,23.0,9.0,207.0,Espèce,En ligne,2024-06-23
TXN_4742105,Client_23,Produit laitier,Article_3_LAIT,8.0,7.0,56.0,Carte de credit,En magasin,2023-12-09
TXN_9188702,Client_25,Produit laitier,Article_6_LAIT,12.5,2.0,25.0,Espèce,En ligne,2024-07-20
TXN_2996741,Client_16,Boissons,Article_2_BOI,6.5,3.0,19.5,Carte de credit,En magasin,2022-08-08
TXN_6195176,Client_08,Boissons,Article_2_BOI,6.5,3.0,19.5,Espèce,En magasin,2023-06-10
TXN_4813752,Client_23,Appareil menager electrique,Article_6_ELEC,12.5,2.0,25.0,Portefeuille electronique,En magasin,2022-10-19
TXN_3032775,Client_07,Ordinateurs et accessoires electriques,Article_3_ORDI,8.0,4.0,32.0,Espèce,En ligne,2022-05-14
TXN_6281747,Client_11,Boissons,Article_20_BOI,33.5,7.0,234.5,Espèce,En magasin,2023-11-05
TXN_7819515,Client_13,Bouchers,inconnu,12.5,0.0,0.0,Espèce,En ligne,2022-02-15
TXN_3624582,Client_15,Produit laitier,Article_16_LAIT,27.5,9.0,247.5,Carte de credit,En magasin,2022-02-04
TXN_8534609,Client_14,Nourriture,Article_17_NOUR,29.0,5.0,145.0,Espèce,En magasin,2023-03-08
TXN_7393477,Client_02,Nourriture,Article_25_NOUR,41.0,8.0,328.0,Carte de credit,En magasin,2022-05-27
TXN_5507888,Client_23,Bouchers,Article_6_BOU,12.5,6.0,75.0,Carte de credit,En magasin,2024-01-03
TXN_6497599,Client_21,Appareil menager electrique,Article_18_ELEC,30.5,10.0,305.0,Espèce,En magasin,2023-01-23
TXN_7120961,Client_17,Produit laitier,Article_17_LAIT,29.0,3.0,87.0,Portefeuille electronique,En magasin,2024-06-13
TXN_5733731,Client_15,Ordinateurs et accessoires electriques,Article_6_ORDI,12.5,4.0,50.0,Carte de credit,En ligne,2022-12-24
TXN_1374421,Client_22,Boissons,Article_21_BOI,35.0,5.0,175.0,Espèce,En ligne,2023-05-19
TXN_8958850,Client_03,Nourriture,Article_10_NOUR,18.5,8.0,148.0,Carte de credit,En ligne,2022-04-14
TXN_9179801,Client_23,Patisserie,Article_22_PAT,36.5,3.0,109.5,Portefeuille electronique,En ligne,2023-12-05
TXN_7133375,Client_22,Produit laitier,Article_1_LAIT,5.0,10.0,50.0,Portefeuille electronique,En ligne,2023-09-18
TXN_9534913,Client_24,Appareil menager electrique,Article_8_ELEC,15.5,9.0,139.5,Espèce,En ligne,2022-02-27
TXN_1792761,Client_11,Nourriture,inconnu,0.0,7.0,77.0,Portefeuille electronique,En ligne,2022-01-26
TXN_4782357,Client_13,Patisserie,Article_13_PAT,23.0,5.0,115.0,Portefeuille electronique,En magasin,2023-12-04
TXN_6103372,Client_23,Nourriture,inconnu,0.0,3.0,69.0,Carte de credit,En ligne,2024-10-08
TXN_3867637,Client_10,Meubles,Article_11_MEU,20.0,5.0,100.0,Espèce,En ligne,2022-11-27
TXN_4417302,Client_11,Bouchers,inconnu,0.0,9.0,234.0,Carte de credit,En ligne,2024-09-05
TXN_5504057,Client_03,Patisserie,Article_17_PAT,29.0,4.0,116.0,Espèce,En magasin,2023-05-04
TXN_5286184,Client_22,Ordinateurs et accessoires electriques,Article_12_ORDI,21.5,1.0,21.5,Espèce,En ligne,2022-06-28
TXN_3394201,Client_17,Ordinateurs et accessoires electriques,inconnu,0.0,8.0,256.0,Espèce,En ligne,2024-11-04
TXN_3821059,Client_25,Bouchers,Article_18_BOU,30.5,3.0,91.5,Carte de credit,En ligne,2023-09-21
TXN_8655955,Client_09,Boissons,Article_24_BOI,39.5,6.0,237.0,Carte de credit,En ligne,2023-04-29
TXN_6136490,Client_03,Nourriture,Article_24_NOUR,39.5,10.0,395.0,Espèce,En ligne,2024-06-14
TXN_2592687,Client_24,Bouchers,Article_20_BOU,33.5,5.0,167.5,Portefeuille electronique,En magasin,2024-07-26
TXN_7729747,Client_13,Nourriture,Article_20_NOUR,33.5,5.0,167.5,Carte de credit,En magasin,2023-06-29
TXN_6562987,Client_20,Ordinateurs et accessoires electriques,Article_12_ORDI,21.5,4.0,86.0,Espèce,En magasin,2024-06-19
TXN_2283214,Client_02,Bouchers,Article_7_BOU,14.0,10.0,140.0,Portefeuille electronique,En ligne,2023-12-02
TXN_9262032,Client_20,Nourriture,Article_18_NOUR,30.5,4.0,122.0,Carte de credit,En ligne,2023-05-16
TXN_2227872,Client_03,Meubles,inconnu,0.0,7.0,276.5,Portefeuille electronique,En magasin,2024-05-27
TXN_2396304,Client_09,Nourriture,Article_4_NOUR,9.5,5.0,47.5,Carte de credit,En magasin,2023-05-14
TXN_7728635,Client_08,Nourriture,Article_10_NOUR,18.5,3.0,55.5,Portefeuille electronique,En magasin,2022-02-08
TXN_7239144,Client_21,Nourriture,Article_5_NOUR,11.0,7.0,77.0,Espèce,En ligne,2023-10-15
TXN_6191176,Client_16,Ordinateurs et accessoires electriques,Article_15_ORDI,26.0,1.0,26.0,Portefeuille electronique,En ligne,2024-10-11
TXN_9454592,Client_07,Produit laitier,Article_6_LAIT,12.5,10.0,125.0,Espèce,En magasin,2023-12-13
TXN_5268893,Client_13,Nourriture,Article_5_NOUR,11.0,3.0,33.0,Espèce,En ligne,2024-01-20
TXN_1966346,Client_23,Patisserie,Article_11_PAT,20.0,10.0,200.0,Espèce,En magasin,2022-11-29
TXN_9147712,Client_01,Produit laitier,Article_6_LAIT,12.5,2.0,25.0,Espèce,En ligne,2023-08-07
TXN_5014165,Client_05,Nourriture,Article_25_NOUR,41.0,9.0,369.0,Espèce,En magasin,2023-03-04
TXN_9285106,Client_23,Ordinateurs et accessoires electriques,inconnu,0.0,10.0,335.0,Carte de credit,En magasin,2024-06-18
TXN_2010518,Client_22,Appareil menager electrique,Article_25_ELEC,41.0,2.0,82.0,Portefeuille electronique,En magasin,2023-04-21
TXN_9435490,Client_10,Bouchers,Article_14_BOU,24.5,10.0,245.0,Portefeuille electronique,En magasin,2022-11-04
TXN_1467177,Client_10,Ordinateurs et accessoires electriques,Article_10_ORDI,18.5,3.0,55.5,Carte de credit,En magasin,2022-10-13
TXN_9718881,Client_11,Meubles,Article_14_MEU,24.5,3.0,73.5,Carte de credit,En magasin,2022-09-23
TXN_1498944,Client_24,Appareil menager electrique,Article_10_ELEC,18.5,8.0,148.0,Carte de credit,En ligne,2023-04-01
TXN_4323023,Client_20,Produit laitier,Article_4_LAIT,9.5,7.0,66.5,Espèce,En ligne,2023-04-25
TXN_4620886,Client_19,Ordinateurs et accessoires electriques,Article_16_ORDI,27.5,7.0,192.5,Espèce,En ligne,2023-07-03
TXN_5119763,Client_22,Appareil menager electrique,Article_15_ELEC,26.0,8.0,208.0,Portefeuille electronique,En ligne,2022-03-28
TXN_5624506,Client_18,Nourriture,Article_13_NOUR,23.0,8.0,184.0,Portefeuille electronique,En magasin,2024-10-12
TXN_1007406,Client_13,Boissons,Article_12_BOI,21.5,6.0,129.0,Carte de credit,En ligne,2022-05-08
TXN_6881262,Client_03,Produit laitier,Article_2_LAIT,6.5,8.0,52.0,Espèce,En magasin,2022-12-12
TXN_1521020,Client_03,Ordinateurs et accessoires electriques,Article_15_ORDI,26.0,6.0,156.0,Portefeuille electronique,En ligne,2022-01-30
TXN_9078821,Client_18,Produit laitier,Article_6_LAIT,12.5,9.0,112.5,Espèce,En ligne,2023-02-02
TXN_4219882,Client_04,Ordinateurs et accessoires electriques,Article_18_ORDI,30.5,7.0,213.5,Portefeuille electronique,En ligne,2023-07-10
TXN_6249236,Client_02,Boissons,Article_12_BOI,21.5,10.0,215.0,Portefeuille electronique,En magasin,2023-07-04
TXN_5847493,Client_17,Boissons,Article_7_BOI,14.0,2.0,28.0,Portefeuille electronique,En ligne,2024-01-30
TXN_9185169,Client_14,Ordinateurs et accessoires electriques,Article_2_ORDI,6.5,2.0,13.0,Carte de credit,En magasin,2023-05-12
TXN_2984585,Client_03,Produit laitier,Article_17_LAIT,29.0,8.0,232.0,Carte de credit,En magasin,2023-09-20
TXN_9999124,Client_02,Bouchers,inconnu,36.5,0.0,0.0,Portefeuille electronique,En magasin,2024-02-21
TXN_3218155,Client_19,Appareil menager electrique,Article_1_ELEC,5.0,6.0,30.0,Carte de credit,En magasin,2024-07-17
TXN_7855916,Client_14,Patisserie,Article_15_PAT,26.0,4.0,104.0,Espèce,En ligne,2022-08-11
TXN_6593940,Client_04,Produit laitier,Article_23_LAIT,38.0,3.0,114.0,Portefeuille electronique,En magasin,2024-07-26
TXN_7086158,Client_24,Patisserie,Article_17_PAT,29.0,9.0,261.0,Portefeuille electronique,En magasin,2023-02-10
TXN_5543359,Client_09,Boissons,Article_13_BOI,23.0,2.0,46.0,Carte de credit,En magasin,2022-12-04
TXN_2883529,Client_08,Meubles,Article_15_MEU,26.0,9.0,234.0,Carte de credit,En ligne,2022-11-05
TXN_1320747,Client_11,Produit laitier,Article_13_LAIT,23.0,8.0,184.0,Portefeuille electronique,En magasin,2023-03-10
TXN_1543544,Client_23,Bouchers,Article_17_BOU,29.0,2.0,58.0,Carte de credit,En magasin,2023-01-05
TXN_7075100,Client_20,Patisserie,inconnu,41.0,0.0,0.0,Portefeuille electronique,En ligne,2024-02-16
TXN_7689814,Client_19,Meubles,Article_18_MEU,30.5,3.0,91.5,Carte de credit,En magasin,2022-08-05
TXN_9759054,Client_20,Produit laitier,Article_2_LAIT,6.5,8.0,52.0,Espèce,En magasin,2022-12-09
TXN_8245994,Client_17,Nourriture,Article_10_NOUR,18.5,7.0,129.5,Carte de credit,En magasin,2022-01-13
TXN_2720890,Client_03,Patisserie,Article_23_PAT,38.0,7.0,266.0,Espèce,En magasin,2023-11-17
TXN_7683878,Client_21,Patisserie,Article_25_PAT,41.0,2.0,82.0,Carte de credit,En magasin,2024-11-05
TXN_7989495,Client_15,Ordinateurs et accessoires electriques,Article_12_ORDI,21.5,9.0,193.5,Carte de credit,En ligne,2023-01-12
TXN_1930560,Client_15,Meubles,Article_15_MEU,26.0,2.0,52.0,Portefeuille electronique,En ligne,2022-09-09
TXN_2521668,Client_06,Meubles,Article_24_MEU,39.5,5.0,197.5,Espèce,En magasin,2024-08-31
TXN_1276885,Client_23,Patisserie,inconnu,5.0,0.0,0.0,Espèce,En magasin,2024-12-30
TXN_5859843,Client_13,Meubles,Article_8_MEU,15.5,10.0,155.0,Carte de credit,En ligne,2025-01-09
